amazon_brand,answered_questions,amazons_choice,average_rating,best_seller_category,best_seller_rank,climate_friendly,coupon_percent,department,discount_percent,fakespot_ranking,free_prime_shipping,free_returns,limited_stock,log_unit_price,negative_log_best_seller_rank,new_seller,number_of_ratings,product_department,return_within_days,scaled_relevance_score,search_id,search_rank,ships_from_amazon,small_business,sold_by_amazon,sponsored,standard_shipping_date_range,standard_shipping_expected_date,subscribe_coupon,subscription_available,unit,unit_price,one_star_percent,two_star_percent,three_star_percent,four_star_percent,five_star_percent
FALSE,14,FALSE,4.6,Office Products,32,FALSE,0,All Departments,0.2879656160458452,4,TRUE,TRUE,FALSE,1.9430489167742813,-8.237479288613633,TRUE,2246,office_product,30,0.601643877372475,All Departments-expanding file folder,32,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,6.98,3,2,6,4,5
FALSE,17,TRUE,4.7,Office Products,15,FALSE,0,All Departments,0.1334222815210139,4,TRUE,TRUE,FALSE,2.7073833121145063,-7.290292882446597,TRUE,4384,office_product,30,0.7175457521795554,All Departments-expanding file folder,33,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,TRUE,TRUE,Purchase,14.99,1,1,5,5,7
FALSE,6,FALSE,4.6,Office Products,62,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,2.3608540011180215,-10.662586317888776,TRUE,473,office_product,30,0.7537338230383196,All Departments-expanding file folder,34,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,10.6,3,2,5,2,8
FALSE,21,FALSE,4.7,Office Products,50,FALSE,0,All Departments,0.45684523809523814,2,TRUE,TRUE,FALSE,1.3937663759585917,-9.333354147871328,FALSE,1886,office_product,30,0.3245433388589464,All Departments-expanding file folder,35,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Count,4.03,1,1,3,3,2
FALSE,15,TRUE,4.6,Office Products,12,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,2.39698576841553,-7.158513997329321,TRUE,11846,office_product,30,0.8213231860889542,All Departments-expanding file folder,36,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,10.99,2,2,6,5,5
FALSE,13,FALSE,4.6,Office Products,41,FALSE,0,All Departments,0.09099181073703366,3,TRUE,TRUE,FALSE,2.39698576841553,-8.635864721133736,TRUE,2133,office_product,30,0.7327852801103568,All Departments-expanding file folder,37,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,10.99,1,2,5,5,7
FALSE,0,FALSE,4.4,Office Products,54,FALSE,0,All Departments,0.17132551848512176,2,TRUE,TRUE,FALSE,2.4060438013622756,-9.75411709588186,TRUE,1851,office_product,30,-0.028280747480794035,All Departments-expanding file folder,38,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,11.09,6,3,8,3,9
TRUE,16,TRUE,4.8,Office Products,20,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,0.131028262406404,-7.570443252057374,TRUE,3331,office_product,30,0.6931812137015523,All Departments-expanding file folder,39,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,TRUE,Count,1.14,1,1,3,2,3
FALSE,0,FALSE,4.3,Office Products,65,FALSE,0,All Departments,0,5,TRUE,TRUE,FALSE,2.39698576841553,-11.246469842299451,TRUE,87,office_product,30,0.6547156113340379,All Departments-expanding file folder,40,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,10.99,4,4,8,0,3
FALSE,19,TRUE,4.5,Office Products,26,FALSE,0,All Departments,0.5297233666862861,3,TRUE,TRUE,FALSE,2.8326249356838407,-7.906915488678587,TRUE,1583,office_product,30,0.7567197768709962,All Departments-expanding file folder,41,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,16.99,3,2,8,7,1
FALSE,6,TRUE,4.6,Office Products,59,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,1.252762968495368,-10.258676392769557,TRUE,646,office_product,30,0.5288944159975908,All Departments-expanding file folder,42,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,TRUE,Count,3.5,2,2,5,3,8
FALSE,8,FALSE,4.7,Office Products,52,FALSE,0,All Departments,0.06977739726027393,2,TRUE,TRUE,FALSE,3.151025157960026,-9.50599061407714,TRUE,1580,office_product,30,0.5917732332208454,All Departments-expanding file folder,43,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,23.36,1,1,5,2,0
FALSE,0,FALSE,4.6,Office Products,61,FALSE,0.05,All Departments,0,2,TRUE,TRUE,FALSE,2.9439125248241944,-10.616412850287961,TRUE,61,office_product,30,0.4599290401366267,All Departments-expanding file folder,44,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,18.99,4,3,5,0,8
FALSE,6,TRUE,4.6,Office Products,49,FALSE,0,All Departments,0.07473841554559042,5,TRUE,TRUE,FALSE,1.900613874140137,-9.291551627401006,TRUE,445,office_product,30,0.7934734591933836,All Departments-expanding file folder,45,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,6.69,3,1,4,5,7
FALSE,4,FALSE,3.8,Sports & Outdoors,91,FALSE,0,All Departments,0,4,TRUE,FALSE,FALSE,4.3819016268607305,-11.725962113174473,TRUE,31,apparel,30,1.874102722617612,All Departments-fc barcelona jersey,1,FALSE,FALSE,FALSE,FALSE,0,2023-05-25,FALSE,FALSE,Purchase,79.99,3,6,0,1,0
FALSE,9,FALSE,4.3,Sports & Outdoors,92,FALSE,0,All Departments,0,4,TRUE,TRUE,FALSE,4.605070180987758,-12.105152257898368,FALSE,48,apparel,30,0.6766107287811368,All Departments-fc barcelona jersey,2,FALSE,TRUE,FALSE,TRUE,8,2023-05-27,FALSE,FALSE,Purchase,99.99,3,0,4,1,2
FALSE,55,TRUE,4.6,Tablet Cases,1,FALSE,0.049999999999999996,All Departments,0,2,TRUE,TRUE,FALSE,2.930126516455997,-4.51085950651685,TRUE,10510,ce,30,1.3789474997800952,All Departments-fire hd 10 tablet case,1,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,18.73,3,2,5,5,6
FALSE,21,FALSE,4.5,Tablet Cases,9,FALSE,0.05,All Departments,1.005013927576602,2,TRUE,TRUE,FALSE,2.8875901149342877,-6.620073206530356,TRUE,4132,ce,30,1.3428342537664475,All Departments-fire hd 10 tablet case,2,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,17.95,3,2,6,5,3
FALSE,7,FALSE,4.6,Tablet Cases,4,FALSE,0,All Departments,0.5558643690939411,2,TRUE,TRUE,FALSE,2.8898160479624417,-5.666426688112432,TRUE,771,pc,30,1.3247105498836926,All Departments-fire hd 10 tablet case,3,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,17.99,5,2,5,1,8
FALSE,24,TRUE,4.7,Tablet Cases,3,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,2.8898160479624417,-5.267858159063328,TRUE,3073,pc,30,1.4124229688613263,All Departments-fire hd 10 tablet case,4,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,17.99,3,1,3,9,4
FALSE,51,TRUE,4.6,Tablet Cases,2,FALSE,0.049999999999999996,All Departments,0.9215162840363055,4,TRUE,TRUE,FALSE,2.930126516455997,-4.663439094112067,TRUE,9766,wireless,30,1.4057848787039673,All Departments-fire hd 10 tablet case,5,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,18.73,3,2,5,5,5
FALSE,14,FALSE,4.5,Tablet Cases,10,FALSE,0.05,All Departments,1.1058451816745658,2,TRUE,TRUE,FALSE,2.9439125248241944,-6.729824070489475,TRUE,807,wireless,30,1.4216433207434347,All Departments-fire hd 10 tablet case,6,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,18.99,3,3,7,4,3
FALSE,15,TRUE,4.6,Tablet Cases,7,FALSE,0,All Departments,0.3335557038025349,2,TRUE,TRUE,FALSE,2.7073833121145063,-6.391917113392602,TRUE,2476,wireless,30,1.2621614044914757,All Departments-fire hd 10 tablet case,7,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,14.99,4,2,6,3,6
FALSE,24,TRUE,4.5,Tablet Cases,6,FALSE,0,All Departments,0.899208443271768,2,TRUE,TRUE,FALSE,2.9418039315284354,-6.035481432524756,TRUE,5040,wireless,30,1.3876750536231288,All Departments-fire hd 10 tablet case,8,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,18.95,4,2,6,5,4
FALSE,10,FALSE,4.4,Tablet Cases,11,FALSE,0,All Departments,0.8189262966333029,2,TRUE,TRUE,FALSE,2.39698576841553,-6.7580945044277305,TRUE,1960,wireless,30,1.1910228898492226,All Departments-fire hd 10 tablet case,9,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,10.99,6,3,7,5,9
FALSE,17,TRUE,4.6,Tablet Cases,5,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,2.995232148512309,-5.929589143389895,TRUE,1396,wireless,30,1.2959868607514782,All Departments-fire hd 10 tablet case,10,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,19.99,4,2,6,1,8
FALSE,7,FALSE,4.6,Tablet Cases,8,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,2.9947317732204075,-6.439350371100098,TRUE,910,pc_accessory,30,1.4715285622417262,All Departments-fire hd 10 tablet case,11,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,19.98,5,1,4,2,8
FALSE,17,FALSE,4.6,Tablet Cases,13,FALSE,0,All Departments,0.6670372429127294,2,TRUE,TRUE,FALSE,2.8898160479624417,-7.581209826196346,TRUE,3197,wireless,30,1.3323561606033876,All Departments-fire hd 10 tablet case,12,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,17.99,4,2,5,5,5
FALSE,0,FALSE,4.4,Tablet Cases,12,FALSE,0,All Departments,0.4446914952751529,1,TRUE,TRUE,FALSE,2.8898160479624417,-6.8885724595653635,TRUE,381,wireless,30,1.27549128973535,All Departments-fire hd 10 tablet case,13,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,17.99,4,3,8,4,1
FALSE,0,FALSE,4.4,Tablet Cases,14,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,2.995232148512309,-8.501267040865978,TRUE,504,wireless,30,1.357085168488249,All Departments-fire hd 10 tablet case,14,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,19.99,5,5,5,5,0
FALSE,3,TRUE,4.8,Electronics,6,FALSE,0,All Departments,0,5,TRUE,TRUE,FALSE,-0.01005033585350145,-3.9512437185814275,FALSE,395,photo,30,4.152031688072048,All Departments-fujifilm instax mini film,1,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Count,0.99,1,2,3,9,5
FALSE,5,FALSE,4.7,Camera & Photo Accessories,1,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,0.1823215567939546,-6.532334292222349,FALSE,1404,photo,30,4.176464815991407,All Departments-fujifilm instax mini film,2,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,TRUE,Count,1.2,2,1,4,9,4
FALSE,39,FALSE,4.8,Electronics,3,FALSE,0,All Departments,0.4290822407628128,5,TRUE,TRUE,FALSE,-0.1743533871447778,-3.5263605246161616,FALSE,12220,photo,30,3.9312947744210986,All Departments-fujifilm instax mini film,3,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.84,2,1,2,8,7
FALSE,149,FALSE,4.8,Electronics,15,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,-0.18632957819149348,-4.74493212836325,FALSE,50161,photo,30,4.010717324671219,All Departments-fujifilm instax mini film,4,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.83,2,1,3,8,7
FALSE,488,FALSE,4.8,Electronics,2,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,-0.35667494393873245,-3.295836866004329,FALSE,110601,photo,30,4.0761991212510695,All Departments-fujifilm instax mini film,5,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,TRUE,Count,0.7,2,1,3,8,7
FALSE,72,TRUE,4.7,Electronics,14,FALSE,0,All Departments,0.6123655913978493,3,TRUE,TRUE,FALSE,-0.07257069283483537,-4.634728988229636,FALSE,24759,photo,30,4.090944040864285,All Departments-fujifilm instax mini film,6,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.93,2,1,3,9,5
FALSE,8,TRUE,4.8,Electronics,38,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,-0.35667494393873245,-7.261225091971921,FALSE,521,photo,30,4.157654413126856,All Departments-fujifilm instax mini film,7,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.7,1,1,1,8,9
FALSE,96,FALSE,4.8,Electronics,32,FALSE,0,All Departments,0,5,TRUE,TRUE,TRUE,-0.01005033585350145,-6.741700694652055,TRUE,18990,photo,30,3.946444391852526,All Departments-fujifilm instax mini film,8,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.99,1,1,3,8,7
FALSE,7,TRUE,4.8,Electronics,34,FALSE,0,All Departments,0.05990783410138252,4,TRUE,TRUE,FALSE,-0.3285040669720361,-6.961296045910167,TRUE,1003,photo,30,3.9920368595753386,All Departments-fujifilm instax mini film,9,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.72,1,0,2,7,9
FALSE,0,TRUE,4.8,Electronics,43,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,-0.040821994520255166,-7.99699040583765,FALSE,3944,home,30,4.0144106951175385,All Departments-fujifilm instax mini film,10,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.96,2,1,3,8,7
FALSE,3,TRUE,4.8,Electronics,5,FALSE,0,All Departments,0,5,TRUE,TRUE,FALSE,-0.01005033585350145,-3.9512437185814275,FALSE,395,photo,30,4.152031688072048,All Departments-fujifilm instax mini film,11,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,0.99,1,2,3,9,5
FALSE,0,FALSE,4.8,Electronics,45,FALSE,0,All Departments,0,4,TRUE,TRUE,FALSE,0.09531017980432493,-8.45531778769815,FALSE,3197,home,30,3.916714389010316,All Departments-fujifilm instax mini film,12,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Count,1.1,2,1,3,9,6
FALSE,3,FALSE,4.8,Electronics,48,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,3.7766613674974696,-9.546741177474825,FALSE,783,photo,30,3.857809535402568,All Departments-fujifilm instax mini film,13,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,TRUE,Purchase,43.67,1,1,3,6,8
FALSE,0,FALSE,4.7,Electronics,21,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,3.734808386002336,-5.834810737062605,FALSE,1194,photo,30,3.7627224440557017,All Departments-fujifilm instax mini film,14,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,41.88,3,2,2,6,7
FALSE,0,FALSE,4.7,Electronics,49,FALSE,0,All Departments,0.08573878250928836,1,TRUE,TRUE,FALSE,3.5550623063795967,-9.87740021777281,FALSE,40,photo,30,3.7337740792460807,All Departments-fujifilm instax mini film,15,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,34.99,4,0,4,5,7
FALSE,0,FALSE,4.7,Electronics,57,FALSE,0,All Departments,0,5,TRUE,TRUE,TRUE,4.8121030512543195,-12.119424838804502,FALSE,350,photo,30,3.685775147956132,All Departments-fujifilm instax mini film,16,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,122.99,2,3,1,0,4
FALSE,133,TRUE,4.4,Musical Instruments,10,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,5.02381472920837,-5.517452896464707,TRUE,720,musical_instruments,30,-0.6455149176886448,All Departments-guitar,1,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,151.99,4,4,7,7,8
FALSE,164,FALSE,4.6,Musical Instruments,6,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.135739611790679,-5.4638318050256105,FALSE,6321,musical_instruments,30,-0.6474197329662095,All Departments-guitar,2,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,TRUE,FALSE,Purchase,169.99,3,2,5,5,6
FALSE,32,TRUE,4.6,Musical Instruments,16,FALSE,0,All Departments,0.21053739670508972,2,TRUE,FALSE,FALSE,5.246971439196448,-5.736572297479192,TRUE,1878,musical_instruments,30,-0.6601785759109279,All Departments-guitar,3,FALSE,FALSE,FALSE,TRUE,1,2023-05-22,FALSE,FALSE,Purchase,189.99,4,2,3,4,8
FALSE,456,TRUE,4.2,Musical Instruments,1,FALSE,0,All Departments,0,3,TRUE,FALSE,FALSE,4.174233411906258,-4.1588830833596715,TRUE,28347,musical_instruments,30,-0.6403071486969417,All Departments-guitar,4,FALSE,FALSE,FALSE,TRUE,4,2023-05-21,FALSE,FALSE,Purchase,64.99,8,5,0,5,2
FALSE,456,TRUE,4.2,Musical Instruments,2,FALSE,0,All Departments,0,3,TRUE,FALSE,FALSE,4.174233411906258,-4.1588830833596715,TRUE,28347,musical_instruments,30,-0.6394266493434528,All Departments-guitar,5,FALSE,FALSE,FALSE,FALSE,4,2023-05-21,FALSE,FALSE,Purchase,64.99,8,5,0,5,2
FALSE,143,TRUE,4.4,Musical Instruments,3,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,3.911822985425479,-4.574710978503383,FALSE,9481,musical_instruments,30,-0.6436808038440329,All Departments-guitar,6,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,49.99,6,3,8,8,6
FALSE,131,TRUE,4.5,Musical Instruments,18,FALSE,0,All Departments,0,3,TRUE,FALSE,FALSE,4.4996985530458575,-6.126869184114185,FALSE,9098,musical_instruments,30,-0.6516420064507923,All Departments-guitar,7,FALSE,FALSE,FALSE,FALSE,0,2023-05-18,FALSE,FALSE,Purchase,89.99,4,2,6,5,3
FALSE,31,FALSE,4.4,Musical Instruments,35,FALSE,0,All Departments,0,3,TRUE,TRUE,FALSE,5.541224328703197,-7.613324979540639,FALSE,94,musical_instruments,30,-0.6488507581290641,All Departments-guitar,8,TRUE,FALSE,FALSE,TRUE,0,2023-05-23,FALSE,FALSE,Purchase,254.99,4,2,7,6,1
FALSE,51,FALSE,4.2,Musical Instruments,55,FALSE,0,All Departments,0,4,TRUE,TRUE,FALSE,4.52655978540618,-9.0595174822416,FALSE,6370,musical_instruments,30,-0.6437673954994703,All Departments-guitar,9,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,92.44,1,2,9,3,6
FALSE,8,TRUE,4.9,Gift Cards,1,FALSE,0,All Departments,0,1,TRUE,FALSE,FALSE,4.605170185988092,-7.1049654482698426,FALSE,1587,gift_card,0,-0.6965043285075477,All Departments-guitar,10,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,100,2,0,1,4,3
FALSE,481,TRUE,4.5,Musical Instruments,4,FALSE,0,All Departments,0,2,TRUE,FALSE,FALSE,4.941570991486734,-5.356586274672012,TRUE,8374,musical_instruments,30,-0.64472804996258,All Departments-guitar,11,FALSE,FALSE,FALSE,FALSE,0,2023-05-18,FALSE,FALSE,Purchase,139.99,4,2,7,5,1
FALSE,68,FALSE,4.5,Musical Instruments,22,FALSE,0,All Departments,0,3,TRUE,FALSE,FALSE,4.3819016268607305,-6.595780513961311,FALSE,3525,musical_instruments,30,-0.6476485320557797,All Departments-guitar,12,FALSE,FALSE,FALSE,FALSE,0,2023-05-18,FALSE,FALSE,Purchase,79.99,4,2,6,5,3
FALSE,37,FALSE,4.1,Musical Instruments,63,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.19267903452504,-10.759157412586816,TRUE,49,musical_instruments,30,-0.6433930701318306,All Departments-guitar,13,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,179.95,8,8,7,6,1
FALSE,0,FALSE,4.5,Musical Instruments,60,FALSE,0,All Departments,0,5,TRUE,TRUE,FALSE,5.010301905195018,-10.38588283710658,FALSE,68,musical_instruments,30,-0.6363157862935251,All Departments-guitar,14,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,TRUE,FALSE,Purchase,149.95,2,6,5,2,5
FALSE,0,FALSE,3.8,Musical Instruments,38,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,2.4501426573516603,-8.019283792916793,FALSE,243,musical_instruments,30,-0.6994175694867039,All Departments-guitar,15,TRUE,FALSE,FALSE,TRUE,0,2023-05-22,FALSE,FALSE,Purchase,11.59,3,0,4,0,2
FALSE,295,FALSE,4.4,Musical Instruments,15,FALSE,0,All Departments,0.2500156259766235,2,TRUE,TRUE,FALSE,5.075111313280621,-5.638354669333745,FALSE,9319,musical_instruments,30,-0.6417976113375705,All Departments-guitar,16,TRUE,FALSE,FALSE,TRUE,0,2023-05-24,FALSE,FALSE,Purchase,159.99,5,2,7,7,8
FALSE,164,FALSE,4.6,Musical Instruments,7,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.135739611790679,-5.4638318050256105,TRUE,6321,musical_instruments,30,-0.6493527081317212,All Departments-guitar,17,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,TRUE,FALSE,Purchase,169.99,3,2,5,5,6
FALSE,0,FALSE,4.6,Musical Instruments,46,FALSE,0,All Departments,0.3513750929116832,2,TRUE,TRUE,FALSE,4.997144703913756,-8.475746001502063,TRUE,34,musical_instruments,30,-0.6529396744300118,All Departments-guitar,18,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,147.99,0,8,0,9,3
FALSE,295,FALSE,4.4,Musical Instruments,14,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.075111313280621,-5.638354669333745,FALSE,9319,musical_instruments,30,-0.6400444571708066,All Departments-guitar,19,TRUE,FALSE,FALSE,FALSE,0,2023-05-24,FALSE,FALSE,Purchase,159.99,5,2,7,7,8
FALSE,32,TRUE,4.6,Musical Instruments,17,FALSE,0,All Departments,0.21053739670508972,2,TRUE,FALSE,FALSE,5.246971439196448,-5.736572297479192,FALSE,1878,musical_instruments,30,-0.6601785759109279,All Departments-guitar,20,FALSE,FALSE,FALSE,FALSE,1,2023-05-22,FALSE,FALSE,Purchase,189.99,4,2,3,4,8
FALSE,13,TRUE,4.2,Musical Instruments,45,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,4.188138441508461,-8.345930261979017,FALSE,376,musical_instruments,30,-0.6470600909687136,All Departments-guitar,21,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,65.9,7,5,8,5,4
FALSE,86,FALSE,4.5,Musical Instruments,43,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.461201229449516,-8.182000136293405,TRUE,877,musical_instruments,30,-0.6476930850213531,All Departments-guitar,22,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,235.38,5,2,4,5,3
FALSE,155,TRUE,4.5,Musical Instruments,29,FALSE,0.09877762686751451,All Departments,0,2,TRUE,FALSE,FALSE,4.3943256902608985,-7.051855622955894,FALSE,3246,musical_instruments,0,-0.6485457261999799,All Departments-guitar,23,FALSE,FALSE,FALSE,FALSE,0,2023-05-24,FALSE,FALSE,Purchase,80.99,4,3,7,7,0
FALSE,23,FALSE,4.3,Musical Instruments,53,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,3.764682417529437,-8.936824154997302,TRUE,5380,musical_instruments,30,-0.64472804996258,All Departments-guitar,24,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,43.15,8,4,7,3,7
FALSE,176,TRUE,4.7,Musical Instruments,34,FALSE,0,All Departments,0,2,TRUE,FALSE,FALSE,5.438035829717119,-7.583247524303362,FALSE,1134,musical_instruments,30,-0.6427682223324901,All Departments-guitar,25,FALSE,FALSE,FALSE,FALSE,1,2023-05-22,FALSE,FALSE,Purchase,229.99,3,1,2,0,4
FALSE,12,FALSE,4.5,Musical Instruments,56,FALSE,0,All Departments,0,2,TRUE,TRUE,FALSE,5.075111313280621,-9.088963385809583,FALSE,343,musical_instruments,30,-0.6562280453450346,All Departments-guitar,26,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,159.99,3,3,5,8,1
FALSE,64,FALSE,4.7,Musical Instruments,50,FALSE,0,All Departments,0,2,TRUE,TRUE,TRUE,6.291550620868332,-8.61195776786066,FALSE,571,musical_instruments,30,-0.6532015613879198,All Departments-guitar,27,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,539.99,3,2,4,8,3
FALSE,39,TRUE,4.4,Musical Instruments,8,FALSE,0,All Departments,0,2,TRUE,FALSE,FALSE,3.911822985425479,-5.5053315359323625,FALSE,4558,musical_instruments,30,-0.6379566026215857,All Departments-guitar,28,FALSE,FALSE,FALSE,FALSE,0,2023-05-23,FALSE,FALSE,Purchase,49.99,5,3,7,6,0
FALSE,38,FALSE,4.2,Musical Instruments,37,FALSE,0.05,All Departments,0,1,TRUE,FALSE,FALSE,3.433664571799657,-7.902117546276448,FALSE,1089,musical_instruments,30,-0.6396857203125662,All Departments-guitar,29,FALSE,FALSE,FALSE,FALSE,2,2023-05-23,FALSE,FALSE,Purchase,30.99,8,5,9,5,3
FALSE,133,TRUE,4.4,Musical Instruments,9,FALSE,0,All Departments,0,1,TRUE,TRUE,FALSE,5.02381472920837,-5.517452896464707,FALSE,720,musical_instruments,30,-0.6438621334082066,All Departments-guitar,30,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,151.99,4,4,7,7,8
FALSE,19,FALSE,4.4,Musical Instruments,36,FALSE,0,All Departments,0.14217179409077077,3,TRUE,TRUE,FALSE,4.877637092633392,-7.792761720816526,FALSE,1016,musical_instruments,30,-0.6397099579304066,All Departments-guitar,31,TRUE,FALSE,TRUE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,131.32,5,3,0,6,7
FALSE,6,FALSE,4.5,Musical Instruments,39,FALSE,0.060000000000000005,All Departments,0,2,TRUE,TRUE,FALSE,3.5832411220909393,-8.047509510981422,FALSE,251,musical_instruments,30,-0.6704938445790366,All Departments-guitar,32,TRUE,FALSE,FALSE,FALSE,0,2023-05-22,FALSE,FALSE,Purchase,35.99,5,2,9,9,6
FALSE,86,TRUE,4.6,Musical Instruments,44,FALSE,0,All Departments,0,1,TRUE,FALSE,TRUE,5.700443573390687,-8.267705664762426,FALSE,623,musical_instruments,30,-0.6470600909687136,All Departments-guitar,33,FALSE,FALSE,FALSE,FALSE,4,2023-05-21,FALSE,FALSE,Purchase,299,2,2,7,1,8
